"date","pcs"
2010-01-01,211.191553967342
2010-01-08,234.055378720834
2010-01-15,212.589365598482
2010-01-22,308.150589650976
2010-01-29,89.1225565905724
2010-02-05,235.133745695342
2010-02-12,349.264719815067
2010-02-19,263.602379273423
2010-02-26,192.733239087449
2010-03-05,62.6000328033484
2010-03-12,244.296280135201
2010-03-19,252.317676099907
2010-03-26,194.051849070727
2010-04-02,278.452404536803
2010-04-09,260.824038336117
2010-04-16,145.22229301414
2010-04-23,244.31263257381
2010-04-30,161.331429845618
2010-05-07,231.098242993577
2010-05-14,439.22771163717
2010-05-21,234.363688727088
2010-05-28,181.742553640714
2010-06-04,302.667249112199
2010-06-11,222.93002152359
2010-06-18,281.859759316992
2010-06-25,291.2136861549
2010-07-02,295.365258612149
2010-07-09,282.159764984521
2010-07-16,290.609945039442
2010-07-23,227.580300000882
2010-07-30,293.11694969258
2010-08-06,155.702208741773
2010-08-13,383.213788372611
2010-08-20,340.934489586072
2010-08-27,264.319546905784
2010-09-03,338.337198814662
2010-09-10,236.585588373999
2010-09-17,184.810038155445
2010-09-24,134.113551794852
2010-10-01,279.778820480885
2010-10-08,327.766750673328
2010-10-15,225.622298271732
2010-10-22,302.057822423366
2010-10-29,356.913825898998
2010-11-05,166.237716927979
2010-11-12,287.50052174785
2010-11-19,206.35815067861
2010-11-26,238.647978330176
2010-12-03,380.132398499689
2010-12-10,361.92265957406
2010-12-17,338.408145322251
2010-12-24,313.223222272776
2010-12-31,185.274975142813
2011-01-07,86.3757697834628
2011-01-14,236.791051892751
2011-01-21,241.688301084166
2011-01-28,320.116629041603
2011-02-04,122.071270284183
2011-02-11,142.748343682041
2011-02-18,175.155344384398
2011-02-25,314.889661415668
2011-03-04,342.81194465615
2011-03-11,212.003354843906
2011-03-18,88.7696663916835
2011-03-25,216.143300460265
2011-04-01,161.517590100672
2011-04-08,248.58807572619
2011-04-15,316.581234428169
2011-04-22,214.001732560998
2011-04-29,230.956760716133
2011-05-06,222.571491027677
2011-05-13,238.319892865124
2011-05-20,240.284947605683
2011-05-27,261.057697126142
2011-06-03,315.800964187884
2011-06-10,394.65132458349
2011-06-17,295.258109323598
2011-06-24,179.106005622201
2011-07-01,250.516131887302
2011-07-08,361.579064590569
2011-07-15,308.123544781921
2011-07-22,251.761526581736
2011-07-29,194.579628952421
2011-08-05,299.949110628796
2011-08-12,172.011358674493
2011-08-19,229.739085502556
2011-08-26,450.831251667215
2011-09-02,324.696372156357
2011-09-09,67.780524534094
2011-09-16,199.93707661601
2011-09-23,231.452233973055
2011-09-30,82.0495797242683
2011-10-07,261.177233334165
2011-10-14,277.670474513174
2011-10-21,226.12554000124
2011-10-28,313.065850279852
2011-11-04,135.095700154927
2011-11-11,375.976618823161
2011-11-18,177.566903337527
2011-11-25,261.316759663858
2011-12-02,369.853655369761
2011-12-09,338.261437775021
2011-12-16,255.005057961094
2011-12-23,201.934549769476
2011-12-30,194.437914771241
2012-01-06,227.343883636966
2012-01-13,226.559916160427
2012-01-20,238.990771118218
2012-01-27,117.116252487862
2012-02-03,162.487460780333
2012-02-10,229.362074619801
2012-02-17,286.213669300186
2012-02-24,112.756154263436
2012-03-02,244.123878744635
2012-03-09,326.648846963623
2012-03-16,157.412696991044
2012-03-23,366.867025802334
2012-03-30,88.1545516183425
2012-04-06,156.76062493416
2012-04-13,165.271643977791
2012-04-20,287.92229231454
2012-04-27,357.141183598311
2012-05-04,283.253390495792
2012-05-11,307.445508111826
2012-05-18,139.648788171738
2012-05-25,348.745094381972
2012-06-01,309.226106113447
2012-06-08,257.229273270111
2012-06-15,225.673200851339
2012-06-22,331.073006444779
2012-06-29,260.630810813302
2012-07-06,280.315943840032
2012-07-13,263.31809560932
2012-07-20,155.901716229055
2012-07-27,137.359608245636
2012-08-03,82.8646137505208
2012-08-10,308.030414602898
2012-08-17,292.046968790591
2012-08-24,160.800767345922
2012-08-31,316.687786427927
2012-09-07,218.383778839983
2012-09-14,211.135472972932
2012-09-21,214.101070167593
2012-09-28,150.546463616592
2012-10-05,228.383207068055
2012-10-12,204.187063908444
2012-10-19,162.612645839995
2012-10-26,229.304859343484
2012-11-02,228.544775958669
2012-11-09,320.697889841654
2012-11-16,344.169771109739
2012-11-23,265.086075959247
2012-11-30,203.241444780391
2012-12-07,333.615051732436
2012-12-14,250.624111398919
2012-12-21,128.357377092365
2012-12-28,283.799261964585
2013-01-04,279.884673227837
2013-01-11,303.001596208397
2013-01-18,320.697191752409
2013-01-25,132.28759818057
2013-02-01,217.366293896628
2013-02-08,270.232535575789
2013-02-15,238.876296212577
2013-02-22,226.519862613366
2013-03-01,251.289180606914
2013-03-08,311.254568428709
2013-03-15,263.66718779698
2013-03-22,357.799689922324
2013-03-29,275.056475798531
2013-04-05,240.387713763112
2013-04-12,196.212856166172
