"date","snaive","ma5","ma7","ma9","ma12","ets","stl","tbats","nn","arimax","dynreg","stlf","avg"
2012-01-06,86.3757697834628,192.591497968331,218.712892612191,224.629956944048,219.163461520443,248.927478591037,156.152894775416,233.198285771667,225.95150208683,275.054551625612,173.233792056719,154.840432823197,200.736043046579
2012-01-13,236.791051892751,200.175780423788,217.843013652548,214.412064770402,219.690733723939,249.226048834335,228.307320414401,217.351545462752,319.184673115499,283.018211397891,213.189399635731,221.217001925307,235.033903770779
2012-01-20,241.688301084166,204.812988540541,201.37659548261,200.231151441138,222.394515639882,249.144844896499,276.09352476445,195.51198519992,333.7166850216,212.532418236966,234.296445331632,272.461268701272,237.02172702839
2012-01-27,320.116629041603,221.597050939483,191.937747293267,204.886387501476,219.527705518246,249.395396995775,200.398511572663,220.556390186351,253.103559196868,209.998348898107,177.866899623571,202.449412076294,222.652836570309
2012-02-03,122.071270284183,200.055325791213,192.406097824489,195.865091801521,209.118590900248,247.563393846393,178.41690966837,158.116948191489,260.28610645123,181.711051097963,134.222726180969,175.148878231056,187.915199189094
2012-02-10,142.748343682041,206.425741349193,216.388386441936,213.108135391187,201.256799488979,248.339398935696,236.292219116693,211.565493233699,233.641507944245,200.466596998775,261.713848761286,239.672145516262,217.634884738333
2012-02-17,175.155344384398,207.887871712422,224.023853744343,210.902383406474,201.751476567863,248.189403673535,209.980265094029,224.809619308276,229.594347733381,261.092750147196,192.328483887282,215.000806646998,216.72638385885
2012-02-24,314.889661415668,213.894491486633,211.087704242209,210.679622946309,209.570006039765,247.644991273524,257.037315740139,186.887188617079,287.381256982266,270.917068262865,233.089863500278,253.928580905576,241.417312617693
2012-03-02,342.81194465615,192.335500757167,195.630554637198,195.400355166643,212.257931119329,246.179661347042,196.336881193714,178.562305436842,204.880526363869,265.822363769028,169.949194378871,202.039530852656,216.850562473209
2012-03-09,212.003354843906,207.926885067133,187.510594434025,196.003376820931,207.57755270311,246.647608018146,238.269103695154,204.479502427905,252.448238946412,238.113078215329,236.638544986103,226.620787196875,221.186552279586
2012-03-16,88.7696663916835,216.738648296339,211.414375225352,213.139320572771,213.216266993283,249.188650222175,176.332535418381,225.699007744801,171.703500852662,226.909547584488,166.577119111628,165.955333693484,193.803664342254
2012-03-23,216.143300460265,196.918378776796,223.78662304329,227.801585263486,225.943806391805,248.272056198009,203.34493235036,191.248930956107,227.962995078505,208.431843537958,173.234547657086,200.559318059481,211.970693147762
2012-03-30,161.517590100672,211.450710031075,224.81117049561,231.488011387597,237.35884129635,249.489210101611,239.481491039869,226.735011095197,210.539955016484,225.93031945276,188.631755553411,219.36021738898,218.899523579968
2012-04-06,248.58807572619,231.477565272046,229.670010412769,231.153982693841,237.549446541094,248.45071812196,238.342849024963,176.722286936331,282.922519275694,167.04923200794,200.458569877497,251.09797352648,228.6236024514
2012-04-13,316.581234428169,230.910831314667,223.166287488836,227.252341012278,228.181762877985,247.265414091976,219.4188393889,267.871842168195,307.890149403392,255.19068746337,215.718863329563,229.280432203405,247.394057097561
2012-04-20,214.001732560998,235.573107703828,223.343399550408,221.473591068002,226.216800627689,246.393415098392,223.688466816436,238.587255477374,221.221749765621,259.162738377731,233.107575510873,226.922514047278,230.807695550386
2012-04-27,230.956760716133,240.78877791341,249.697591460158,228.419515123402,241.119613309621,247.760297600935,198.169164388753,273.27865441008,234.146766062166,287.382785241413,211.125478345769,193.405291935096,236.354224708911
2012-05-04,222.571491027677,225.073539688344,250.653857679271,258.05537731462,260.24581806543,248.774769562546,251.186553908131,236.956199372358,206.999994710471,245.012612051623,200.759625700732,225.854415401705,236.012021206909
2012-05-11,238.319892865124,251.504103384363,259.108824427517,282.319598401152,266.582993945316,249.946871024404,346.478811881699,224.240220175939,200.215883502204,205.863324750363,307.451030038869,335.60304128482,263.969549640147
2012-05-18,240.284947605683,273.091367783754,270.327327960691,280.726508362355,262.156016161156,250.733505122458,228.293367223202,276.993015222494,163.081974729371,172.470946999201,189.490116077504,234.090944259956,236.811669792319
2012-05-25,261.057697126142,285.873576598178,264.327644812841,262.602931502038,262.049427830307,247.818623666955,212.972603796166,281.156320023823,260.406227627582,187.500966949928,175.354871320209,219.940872835841,243.421813674167
2012-06-01,315.800964187884,298.282257539323,277.40944587422,259.165057285866,276.012925501564,248.970412713153,320.733323639604,333.458993214345,268.167234695444,272.47189399855,268.786739884938,309.974586102548,287.436152886453
2012-06-08,394.65132458349,291.209338318867,296.838692364516,277.314503785557,281.777137512467,250.159930891322,311.825893361418,248.244512465108,235.523251842281,294.434370725674,279.215097644937,307.971940878915,289.097166197879
